"store","brand","total_revenue","total_qty","rank_in_store"
26,8898,"337.87","13","10"
27,4261,"6465.06","294","1"
27,8068,"6317.56","244","2"
27,2589,"5196.71","129","3"
27,1233,"3634.99","101","4"
27,42188,"3354.39","61","5"
27,3545,"3272.91","109","6"
27,4227,"3148.25","175","7"
27,3858,"2782.84","116","8"
27,3876,"2609.62","138","9"
27,2585,"2262.05","95","10"
28,4261,"2155.02","98","1"
28,3876,"1812.04","96","2"
28,8068,"1445.44","56","3"
28,3405,"1409.53","47","4"
28,6570,"1154.96","84","5"
28,3545,"963.68","32","6"
28,1376,"961.58","42","7"
28,3763,"951.68","32","8"
28,3858,"935.61","39","9"
28,4227,"863.52","48","10"
29,8512,"837.58","42","1"
29,4261,"703.68","32","2"
29,8680,"557.86","14","3"
29,2120,"543.66","34","4"
29,1233,"539.85","15","5"
29,3405,"539.82","18","6"
29,3545,"509.83","17","7"
29,19748,"479.68","32","8"
29,8068,"439.83","17","9"
29,4227,"413.77","23","10"
30,4261,"4529.94","206","1"
30,4227,"3382.12","188","2"
30,1233,"2987.17","83","3"
30,3102,"2716.49","151","4"
30,3405,"2639.12","88","5"
30,8068,"2539.02","98","6"
30,1232,"2327.00","100","7"
30,3545,"2047.32","68","8"
30,3802,"1787.01","99","9"
30,3858,"1775.26","74","10"
31,4261,"4815.81","219","1"
31,1233,"3527.02","98","2"
31,3405,"2729.09","91","3"
31,8068,"2512.03","97","4"
31,3802,"2508.61","139","5"
31,3545,"2345.22","78","6"
31,3858,"2327.03","97","7"
31,4227,"2266.74","126","8"
31,3650,"2094.58","42","9"
31,3102,"1834.98","102","10"
32,3545,"5480.18","182","1"
32,3858,"4462.14","186","2"
32,42188,"4344.21","79","3"
32,4261,"2968.65","135","4"
32,1233,"2663.26","74","5"
32,3650,"2643.47","53","6"
32,3405,"2339.22","78","7"
32,11219,"2243.50","150","8"
32,2585,"2093.11","89","9"
32,6570,"2089.22","158","10"
33,42188,"6928.74","126","1"
33,4261,"5365.56","244","2"
33,32831,"5174.82","518","3"
33,3545,"4392.54","146","4"
33,3405,"4288.57","143","5"
33,32826,"3916.84","112","6"
33,1233,"3850.93","107","7"
33,3650,"3592.28","72","8"
33,2589,"3259.22","78","9"
33,8068,"3162.78","122","10"
34,3545,"25325.57","843","1"
34,4261,"23199.45","1055","2"
34,3858,"16433.15","685","3"
34,1233,"15871.59","441","4"
34,8068,"15725.94","606","5"
34,3405,"12775.74","426","6"
34,2757,"9866.71","329","7"
34,5364,"9177.11","289","8"
34,2585,"8631.35","365","9"
34,3512,"8402.03","497","10"
35,4261,"3628.35","165","1"
35,1233,"2555.29","71","2"
35,4227,"1888.95","105","3"
35,3102,"1493.17","83","4"
35,8068,"1426.45","55","5"
35,8680,"1356.66","34","6"
35,3858,"1343.44","56","7"
35,1476,"1253.43","57","8"
35,2585,"1196.50","50","9"
35,3650,"1194.76","24","10"
36,13215,"4588.20","180","1"
36,2585,"3280.58","142","2"
36,2589,"2855.29","71","3"
36,1233,"2303.36","64","4"
36,3545,"2163.28","72","5"
36,4261,"2111.04","96","6"
36,1376,"1169.49","51","7"
36,3042,"863.28","72","8"
36,8068,"827.68","32","9"
36,2114,"779.40","60","10"
37,4261,"1825.17","83","1"
37,2589,"839.80","20","2"
37,8680,"638.84","16","3"
37,6654,"629.86","14","4"
37,2114,"571.56","44","5"
37,2127,"545.48","52","6"
37,3545,"511.83","17","7"
37,4227,"503.72","28","8"
37,2120,"495.69","31","9"
37,8068,"492.81","19","10"
38,3545,"11198.29","371","1"
38,8680,"8644.83","217","2"
38,3405,"8367.21","279","3"
38,1233,"8241.71","229","4"
38,4261,"7542.57","343","5"
38,2663,"6958.05","195","6"
38,8068,"6921.32","268","7"
38,6650,"6268.30","570","8"
38,8622,"6255.57","43","9"
38,11219,"5953.02","398","10"
39,3545,"2685.11","89","1"
39,8068,"2542.02","98","2"
39,4261,"2528.85","115","3"
39,1233,"1835.49","51","4"
39,3405,"1619.46","54","5"
39,6579,"1289.82","118","6"
39,3802,"1281.29","71","7"
39,2585,"1122.53","47","8"
39,24493,"1121.49","51","9"
39,15094,"1119.20","80","10"
40,4261,"2858.70","130","1"
40,1233,"2843.21","79","2"
40,8068,"2041.21","79","3"
40,1376,"1832.20","80","4"
40,2114,"1805.61","139","5"
40,3545,"1623.46","54","6"
40,3876,"1467.22","78","7"
40,2120,"1391.13","87","8"
40,2757,"1379.54","46","9"
40,3405,"1319.56","44","10"
41,4261,"8290.23","377","1"
41,3545,"8047.33","267","2"
41,1233,"5974.34","166","3"
41,3405,"5728.09","191","4"
41,8068,"4634.21","179","5"
41,3102,"3975.79","221","6"
41,2589,"3875.06","94","7"
41,5364,"3584.87","113","8"
41,4227,"3472.07","193","9"
41,8680,"3385.15","85","10"
42,1233,"3023.16","84","1"
42,4261,"2352.93","107","2"
42,3405,"2339.22","78","3"
42,3545,"2319.23","77","4"
42,6650,"2318.89","211","5"
42,8068,"1604.38","62","6"
42,6570,"1382.61","115","7"
42,2663,"1359.65","35","8"
42,4225,"1324.47","53","9"
42,3858,"1247.48","52","10"
43,4261,"4288.05","195","1"
43,3876,"2060.91","109","2"
43,4227,"2050.86","114","3"
43,3545,"1657.45","55","4"
43,8068,"1634.37","63","5"
43,3405,"1589.47","53","6"
43,3512,"1505.11","89","7"
43,1233,"1439.60","40","8"
43,1376,"1283.44","56","9"
43,5364,"1201.62","38","10"
44,4261,"1869.15","85","1"
44,3802,"1350.25","75","2"
44,1233,"1223.66","34","3"
44,3545,"1173.61","39","4"
44,3405,"1019.66","34","5"
44,8068,"982.62","38","6"
44,4227,"935.48","52","7"
44,3893,"799.20","80","8"
44,8680,"797.80","20","9"
44,8112,"776.71","29","10"
45,4261,"2220.99","101","1"
45,1233,"1475.59","41","2"
45,3512,"1339.21","79","3"
45,2114,"1130.13","87","4"
45,5364,"955.70","30","5"
45,1376,"937.59","41","6"
45,2120,"911.43","57","7"
45,8068,"906.65","35","8"
45,3802,"867.52","48","9"
45,8680,"839.79","21","10"
46,4261,"1121.49","51","1"
46,3405,"1109.63","37","2"
46,2757,"989.67","33","3"
46,3545,"931.69","31","4"
46,3802,"883.51","49","5"
46,11219,"789.47","53","6"
46,1789,"781.66","34","7"
46,8680,"757.81","19","8"
46,15094,"741.47","53","9"
46,1385,"674.75","25","10"
47,3650,"3995.19","81","1"
47,3405,"3148.95","105","2"
47,3545,"2503.17","83","3"
47,3505,"2458.83","117","4"
47,8512,"2315.83","117","5"
47,1233,"1979.45","55","6"
47,2585,"1838.23","77","7"
47,6650,"1773.39","161","8"
47,6570,"1704.01","127","9"
47,11219,"1605.92","108","10"
48,2589,"8393.94","206","1"
48,1233,"6118.30","170","2"
48,3545,"4804.40","160","3"
48,4261,"4793.82","218","4"
48,126,"3973.78","122","5"
48,3650,"3848.23","77","6"
48,8068,"3811.53","147","7"
48,3405,"3148.95","105","8"
48,1376,"2883.74","126","9"
48,2757,"2519.16","84","10"
49,4261,"11962.56","544","1"
49,8068,"7485.11","289","2"
49,3545,"6973.68","232","3"
49,4227,"5450.97","303","4"
49,3858,"5133.86","214","5"
49,5364,"5004.43","157","6"
49,3405,"4828.39","161","7"
49,1233,"4714.69","131","8"
49,3102,"3957.80","220","9"
49,2663,"3828.99","101","10"
50,4261,"15546.93","707","1"
50,3545,"11936.03","397","2"
50,1233,"11732.74","326","3"
50,2757,"9836.72","328","4"
50,8068,"8915.55","345","5"
50,2589,"8837.83","217","6"
50,2989,"6759.74","26","7"
50,3858,"6501.29","271","8"
50,8112,"5993.76","224","9"
50,782,"5983.79","121","10"
51,4261,"7784.46","354","1"
51,1233,"5002.61","139","2"
51,3545,"3878.71","129","3"
51,8068,"3619.60","140","4"
51,3405,"2849.05","95","5"
51,3876,"2702.57","143","6"
51,5364,"2321.27","73","7"
51,3858,"2159.10","90","8"
51,4227,"2014.88","112","9"
51,2757,"2009.33","67","10"
52,4261,"2001.09","91","1"
52,7878,"1742.91","109","2"
52,2120,"1167.27","73","3"
52,2127,"1132.92","108","4"
52,4227,"1079.40","60","5"
52,1476,"901.59","41","6"
52,5364,"793.75","25","7"
52,3545,"779.74","26","8"
52,3858,"767.68","32","9"
52,3512,"764.55","45","10"
53,4261,"6992.82","318","1"
53,1233,"5038.60","140","2"
53,3545,"4014.67","133","3"
53,4227,"3975.79","221","4"
53,8068,"3442.67","133","5"
53,3876,"2486.68","132","6"
53,3405,"2339.22","78","7"
53,1376,"2292.00","100","8"
53,5364,"2103.34","66","9"
53,3858,"1943.19","81","10"
54,23047,"5531.76","24","1"
54,3405,"5068.31","169","2"
54,3545,"3762.75","125","3"
54,8068,"2542.02","98","4"
54,19748,"2369.42","158","5"
54,6570,"2264.58","174","6"
54,4261,"2199.00","100","7"
54,1233,"1979.45","55","8"
54,2585,"1974.17","83","9"
54,23340,"1799.88","12","10"
55,3405,"5638.12","188","1"
55,11219,"5619.25","375","2"
55,2492,"5553.99","101","3"
55,4261,"5497.50","250","4"
55,2589,"5276.70","130","5"
55,3545,"5064.32","168","6"
55,2585,"4945.88","212","7"
55,42188,"4784.13","87","8"
55,3858,"3814.41","159","9"
55,5138,"3511.49","251","10"
56,3405,"3598.80","120","1"
56,4261,"3364.47","153","2"
56,3545,"3192.94","106","3"
56,8068,"3133.79","121","4"
56,6570,"2544.75","205","5"
56,1233,"2087.42","58","6"
56,3858,"1751.27","73","7"
56,8680,"1599.60","40","8"
56,497,"1499.25","75","9"
56,11219,"1485.00","100","10"
57,4261,"2484.87","113","1"
57,8068,"2070.20","80","2"
57,1233,"1727.52","48","3"
57,4227,"1457.19","81","4"
57,3876,"1196.36","64","5"
57,1376,"1166.49","51","6"
57,3522,"1104.15","85","7"
57,3545,"1053.65","35","8"
57,3405,"1049.65","35","9"
57,2114,"1000.23","77","10"
58,1233,"5974.34","166","1"
58,4261,"5783.37","263","2"
58,4227,"3651.97","203","3"
58,3545,"3098.97","103","4"
58,2120,"2766.27","173","5"
58,3405,"2759.08","92","6"
58,3876,"2721.56","144","7"
58,8068,"2508.03","97","8"
58,8512,"2303.84","116","9"
58,3802,"2166.80","120","10"
59,3545,"7517.50","250","1"
59,2589,"5754.58","142","2"
59,4261,"5013.72","228","3"
59,3858,"4965.93","207","4"
59,6967,"3459.35","165","5"
59,3798,"3338.68","132","6"
59,8512,"2827.58","142","7"
59,1376,"2698.82","118","8"
59,2585,"2585.91","109","9"
59,8680,"2518.37","63","10"
60,1233,"11300.86","314","1"
60,3545,"10502.51","349","2"
60,4261,"9587.64","436","3"
60,8068,"7872.95","305","4"
60,1376,"7752.61","339","5"
60,8680,"6508.37","163","6"
60,3858,"6453.31","269","7"
60,3405,"5278.24","176","8"
60,3489,"4590.63","137","9"
60,4227,"4587.45","255","10"
61,1233,"6478.20","180","1"
61,3545,"4578.48","152","2"
61,2585,"4086.25","175","3"
61,4261,"3540.39","161","4"
61,2589,"3489.14","86","5"
61,4652,"3199.84","16","6"
61,8068,"3044.82","118","7"
61,3798,"3006.88","112","8"
61,807,"2986.34","166","9"
61,2757,"2879.04","96","10"
62,4261,"4288.05","195","1"
62,4227,"3058.30","170","2"
62,1233,"2915.19","81","3"
62,1232,"2344.98","102","4"
62,8068,"2257.13","87","5"
62,3858,"2255.06","94","6"
62,3405,"1979.34","66","7"
62,3625,"1888.95","105","8"
62,3876,"1867.01","99","9"
62,5364,"1743.45","55","10"
63,508,"3117.60","240","1"
63,4261,"2814.72","128","2"
63,1233,"2519.30","70","3"
63,8068,"1758.32","68","4"
63,1376,"1687.26","74","5"
63,2114,"1610.76","124","6"
63,2589,"1373.66","34","7"
63,2757,"1349.55","45","8"
63,2120,"1199.25","75","9"
63,4227,"1043.42","58","10"
64,3545,"5750.09","191","1"
64,4261,"3496.41","159","2"
64,31356,"3039.62","38","3"
64,3405,"2669.11","89","4"
64,1233,"2627.27","73","5"
64,8068,"2534.02","98","6"
64,38888,"2491.11","89","7"
64,6650,"2412.83","217","8"
64,3858,"2327.03","97","9"
64,1376,"2128.07","93","10"
65,3405,"2189.27","73","1"
65,3650,"1697.66","34","2"
65,1233,"1691.53","47","3"
65,6570,"1454.06","110","4"
65,38546,"1336.66","134","5"
65,36378,"1296.82","118","6"
65,3545,"1203.60","40","7"
65,8068,"1109.57","43","8"
65,8512,"1107.44","56","9"
65,4261,"1099.50","50","10"
66,3545,"15066.99","501","1"
66,3405,"14155.28","472","2"
66,4261,"12314.40","560","3"
66,1233,"8313.69","231","4"
66,3858,"6765.18","282","5"
66,8068,"6433.52","248","6"
66,8512,"5798.08","292","7"
66,2589,"5514.68","132","8"
66,1376,"5144.75","225","9"
66,11219,"5137.57","343","10"
67,3545,"11654.13","387","1"
67,3405,"7377.54","246","2"
67,1233,"6262.26","174","3"
67,4261,"6003.27","273","4"
67,3858,"5469.72","228","5"
67,1991,"4999.99","1","6"
67,8068,"4215.37","163","7"
67,2585,"4188.24","176","8"
67,8680,"4071.98","102","9"
67,2964,"4049.82","18","10"
68,3405,"7257.58","242","1"
68,6579,"5307.15","485","2"
68,1233,"4714.69","131","3"
68,3545,"4404.54","146","4"
68,6570,"3896.10","286","5"
68,8068,"3821.52","148","6"
68,4261,"3782.28","172","7"
68,3858,"3574.51","149","8"
68,44712,"2979.51","149","9"
68,6650,"2685.56","244","10"
69,2753,"12170.26","174","1"
69,3545,"11002.34","366","2"
69,1233,"9069.48","252","3"
69,4261,"8444.16","384","4"
69,3858,"8252.56","344","5"
69,8068,"7520.09","291","6"
69,3405,"6867.71","229","7"
69,4227,"6008.66","334","8"
69,2757,"5998.00","200","9"
69,3650,"5989.80","120","10"
70,2589,"2631.37","63","1"
70,1233,"2519.30","70","2"
70,3545,"2041.32","68","3"
70,4261,"2001.09","91","4"
70,2663,"1459.63","37","5"
70,8159,"1429.45","55","6"
70,8068,"1344.48","52","7"
70,3858,"1031.57","43","8"
70,3802,"1009.44","56","9"
70,2114,"961.26","74","10"
71,4261,"7124.76","324","1"
71,8068,"3674.58","142","2"
71,1233,"3634.99","101","3"
71,4227,"3130.26","174","4"
71,3876,"2605.62","138","5"
71,3545,"2587.14","86","6"
71,1376,"2178.05","95","7"
71,3405,"2099.30","70","8"
71,3650,"1945.61","39","9"
71,1468,"1785.62","38","10"
72,4261,"6465.06","294","1"
72,3545,"3610.80","120","2"
72,1476,"3562.38","162","3"
72,1233,"3239.10","90","4"
72,4227,"2626.54","146","5"
72,3405,"2549.15","85","6"
72,2120,"2510.43","157","7"
72,3802,"2334.71","129","8"
72,3512,"2255.67","133","9"
72,8068,"2253.13","87","10"
73,3545,"15318.95","505","1"
73,1233,"10365.12","288","2"
73,4261,"9675.60","440","3"
73,42188,"8978.36","164","4"
73,3858,"7364.93","307","5"
73,3489,"6794.93","207","6"
73,3405,"6687.77","223","7"
73,8068,"6413.50","250","8"
73,2589,"6292.49","151","9"
73,2663,"5968.31","169","10"
74,4261,"7784.46","354","1"
74,1233,"6982.06","194","2"
74,3545,"6415.87","213","3"
74,8068,"5364.93","207","4"
74,3405,"4978.34","166","5"
74,3858,"4054.31","169","6"
74,3802,"3641.99","201","7"
74,3102,"3633.98","202","8"
74,5364,"3510.90","110","9"
74,3512,"3228.09","191","10"
75,4261,"6904.86","314","1"
75,1233,"5614.44","156","2"
75,8068,"3960.47","153","3"
75,3405,"2939.02","98","4"
75,3876,"2643.60","140","5"
75,3545,"2621.13","87","6"
75,8680,"2112.47","53","7"
75,3893,"2047.95","205","8"
75,2120,"1982.76","124","9"
75,2432,"1903.26","74","10"
76,3545,"15670.79","521","1"
76,3405,"13975.34","466","2"
76,4261,"13018.08","592","3"
76,2589,"10667.40","260","4"
76,1233,"10149.18","282","5"
76,8680,"9534.61","239","6"
76,8068,"9460.34","366","7"
76,2663,"7557.82","218","8"
76,3858,"6957.10","290","9"
76,2757,"6237.92","208","10"
77,4261,"5321.58","242","1"
77,1233,"3203.11","89","2"
77,3545,"3072.98","102","3"
77,8068,"2977.85","115","4"
77,4227,"2590.56","144","5"
77,5364,"1967.38","62","6"
77,3180,"1909.73","127","7"
77,3405,"1859.38","62","8"
77,3802,"1828.99","101","9"
77,3102,"1547.14","86","10"
78,4261,"3870.24","176","1"
78,3405,"3508.83","117","2"
78,1233,"2591.28","72","3"
78,3858,"2590.92","108","4"
78,3545,"2343.22","78","5"
78,3876,"2319.77","123","6"
78,8068,"2097.19","81","7"
78,1232,"1940.17","83","8"
78,3102,"1834.98","102","9"
78,4227,"1727.04","96","10"
79,20064,"5169.89","11","1"
79,3405,"4048.65","135","2"
79,4261,"3518.40","160","3"
79,8068,"3107.80","120","4"
79,1233,"3059.15","85","5"
79,3545,"2987.01","99","6"
79,6579,"2013.14","186","7"
79,3858,"1991.17","83","8"
79,4227,"1888.95","105","9"
79,5364,"1861.41","59","10"
